product_id,category,subcategory,product_name,price,inventory_level
1,Activity,Swimming,Swimming Mechanism,13.99,189
2,Pets,Aquarium,Aquarium Mechanism,92.95,7
3,Health,First Aid,First Aid Doodad,189,160
4,Electronics,Technology,Technology Accessory,28.95,106
5,Activity,Biking,Biking Tool,85.99,181
6,Health,Medicine,Medicine Accessory,127.95,190
7,Automotive,Truck,Truck Device,110.95,107
8,Health,Nutrition,Nutrition Item,62.95,163
9,Automotive,Car,Car Attachment,103.95,119
10,Entertainment,Game,Game G      izmo,176.99,96
11,Activity,Sports,Sports Paraphernalia,39,35
12,Pets,Aquarium,Aquarium Device,33.99,220
13,Health,Nutrition,Nutrition Machine,181,47
14,Clothing,Jewelry,Jewelry Component,181.95,146
15,Beauty,Hair Care,Hair Care Gadget,120.95,21
16,Clothing,Baby,Baby Component,33,41
17,Health,First Aid,First Aid Contraption,186.99,106
7,Automotive,Truck,Truck Device,110.95,107
19,Clothing,Mens,Mens Machine,137.95,97
20,Entertainment,Movie,Movie Attachment,121,28
21,Electronics,Technology,Technology Mechanism,106.99,11
22,Home,Gardening,Gardening Rig,164,196
23,Activity,Camping,Camping Tool,168.99,142
24,Health,First Aid,First Aid Whatchamacallit,115.95,140
25,Activity,Beach,Beach Gear,141,101
26,Activity,Biking,Biking Accessory,34.99,225
27,Health,Medicine,Medicine Gear,86,202
28,Home,Home Improvement,Home Improvement Widget,56,149
29,Clothing,Jewelry,Jewelry Widget,177,65
30,Electronics,Technology,Technology Gear,197.99,211
31,Pets,Cat,Cat Gizmo,37.99,158
32,Electronics,Technology,Technology Equipment,21.95,211
33,Entertainment,Movie,Movie Kit,60.95,117
34,Entertainment,Game,Game Device,48,6
35,Automotive,Engine,Engine Whatchamacallit,101.95,27
36,Home,Storage,Storage Implement,44.99,236
37,Entertainment,Toy,Toy Apparatus,104,180
38,Activity,Fitness,Fitness Accessory,11.99,253
39,Home,Bedding,Bedding Mechanism,108.95,42
40,Activity,Beach,Beach Widget,177.95,16
41,Activity,Swimming,Swimming Apparatus,20,83
42,Home,Home Improvement,Home Improvement Widget,27.99,150
43,Home,Home Improvement,Home Improvement Item,117,200
44,Activity,Sports,Sports Supplies,189.95,213
45,Home,Cooking,Cooking Attachment,152,119
46,Beauty,Personal,Personal Item,72,248
47,Home,Bedding,Bedding Instrument,79.99,38
48,Electronics,Technology,Technology Widget,66.99,151
49,Beauty,Personal,Personal Accessory,117.95,0
50,Entertainment,Party,Party Paraphernalia,40,54
51,Activity,Biking,Biking Mechanism,12.95,161
7,Automotive,Truck,Truck Device,110.95,107
53,Activity,Sports,Sports Gear,167.95,36
54,Health,First Aid,First Aid Equipment,187.99,118
55,Activity,Biking,Biking Instrument,192,5
56,Electronics,Technology,Technology Kit,60,254
57,Clothing,Womens,Womens Widget,127.95,23
58,Pets,Cat,Cat Apparatus,143.95,41
59,Home,Home Improvement,Home Improvement Implement,100,138
60,Home,Dining,Dining Thingamajig,184.95,222
61,Clothing,Jewelry,Jewelry Mechanism,71.95,49
62,Clothing,Mens,Mens Doodad,17.95,16
63,Automotive,Tire,Tire Mechanism,162,246
64,Electronics,Camera,Camera Thingamajig,92.95,50
65,Clothing,Mens,Mens Item,54.95,152
66,Home,Storage,Storage Component,131.95,120
67,Entertainment,Game,Game Contraption,168.99,78
68,Home,Cleaning,Cleaning Gadget,158.95,152
69,Entertainment,Movie,Movie Supplies,147.95,243
70,Home,Furniture,Furniture Gizmo,161,108
71,Automotive,Tire,Tire Whatchamacallit,83,44
72,Entertainment,Party,Party Paraphernalia,45.95,51
73,Home,Bedding,Bedding Kit,15.99,105
74,Health,Nutrition,Nutrition Device,157.99,39
75,Automotive,Car,Car Thingamajig,23.99,86
76,Home,Cooking,Cooking Paraphernalia,30.99,246
77,Clothing,Baby,Baby Component,166.99,81
78,Activity,Outdoors,Outdoors Machine,93,152
79,Beauty,Makeup,Makeup Doodad,90.95,181
80,Activity,Swimming,Swimming Doodad,34.99,236
81,Health,Nutrition,Nutrition Doodad,11,12
82,Entertainment,Music,Music Gear,187.95,182
83,Home,Cleaning,Cleaning Supplies,190,109
84,Electronics,Computer,Computer Apparatus,159,138
85,Home,Furniture,Furniture Supplies,124,133
86,Home,Gardening,Gardening Doodad,57.99,24
87,Home,Cooking,Cooking Rig,61,83
88,Activity,Beach,Beach Gadget,26.99,181
89,Health,Nutrition,Nutrition Contraption,39.95,76
90,Activity,Swimming,Swimming Supplies,87.99,100
91,Home,Cooking,Cooking Mechanism,83.95,5
92,Health,Vitamin,Vitamin Equipment,38.99,52
93,Activity,Camping,Camping Component,24,183
94,Automotive,Engine,Engine Contraption,151,105
95,Home,Dining,Dining Apparatus,14.95,135
96,Pets,Cat,Cat Supplies,106.99,65
97,Activity,Beach,Beach Instrument,32,132
98,Clothing,Baby,Baby Machine,49.99,221
99,Clothing,Kids,Kids Apparatus,68.95,169
100,Electronics,Phone,Phone Implement,134,234
101,Activity,Fitness,Fitness Instrument,179.99,124
102,Pets,Cat,Cat Implement,15,80
7,Automotive,Truck,Truck Device,110.95,107
104,Beauty,Makeup,Makeup Whatchamacallit,92,141
105,Automotive,Engine,Engine Tool,196.99,200
106,Beauty,Skin Care,Skin Care Gadget,134.99,114
107,Clothing,Jewelry,Jewelry Paraphernalia,138,58
108,Activity,Swimming,Swimming Equipment,118.99,70
109,Health,Vitamin,Vitamin Mechanism,163.95,183
110,Pets,Cat,Cat Whatchamacallit,87,194
111,Clothing,Jewelry,Jewelry Component,133,25
112,Activity,Fitness,Fitness Implement,126.95,38
113,Activity,Swimming,Swimming Doodad,15.99,122
114,Home,Storage,Storage Instrument,16.99,17
115,Activity,Outdoors,Outdoors Implement,26,193
116,Pets,Dog,Dog Equipment,43.99,124
117,Clothing,Baby,Baby Rig,83.95,238
118,Entertainment,Game,Game Supplies,181.99,201
119,Home,Cleaning,Cleaning Gear,148.99,255
120,Health,Vitamin,Vitamin Accessory,197,217
121,Activity,Beach,Beach Mechanism,124.99,110
122,Health,First Aid,First Aid Attachment,84.95,227
123,Activity,Swimming,Swimming Tool,197,197
124,Beauty,Skin Care,Skin Care Gadget,155.99,162
125,Clothing,Womens,Womens Kit,144,3
126,Entertainment,Toy,Toy Accessory,183.95,123
127,Home,Bedding,Bedding Mechanism,156.95,36
128,Clothing,Kids,Kids Gear,145.99,15
129,Home,Cooking,Cooking Machine,193.99,160
130,Entertainment,Toy,Toy Item,190.99,238
131,Activity,Beach,Beach Apparatus,182.99,25
132,Automotive,Tire,Tire Thingamajig,175.99,246
133,Beauty,Personal,Personal Equipment,43.99,193
134,Clothing,Mens,Mens Kit,122.99,20
135,Pets,Cat,Cat Implement,68.99,9
136,Pets,Dog,Dog Equipment,98.99,36
137,Automotive,Truck,Truck Accessory,147.99,14
138,Clothing,Kids,Kids Instrument,93.99,210
139,Activity,Camping,Camping Thingamajig,160.99,111
140,Electronics,Technology,Technology Gizmo,186.99,155
141,Health,First Aid,First Aid Instrument,40.95,86
142,Entertainment,Game,Game Device,81.95,189
143,Electronics,Camera,Camera Mechanism,175.95,129
144,Beauty,Hair Care,Hair Care Instrument,11,135
145,Automotive,Truck,Truck Widget,90.95,50
146,Home,Furniture,Furniture Component,69.95,204
147,Entertainment,Movie,Movie Doodad,197.99,192
148,Home,Dining,Dining Paraphernalia,187.95,15
149,Home,Dining,Dining Rig,107.99,227
150,Automotive,Truck,Truck Attachment,38,175
151,Activity,Biking,Biking Widget,105,113
152,Beauty,Skin Care,Skin Care Component,113,48
153,Entertainment,Movie,Movie Supplies,196.95,132
154,Clothing,Baby,Baby Thingamajig,190,166
155,Clothing,Baby,Baby Gear,77,175
156,Automotive,Engine,Engine Item,124.95,42
157,Beauty,Bath,Bath Doodad,171,79
158,Electronics,Camera,Camera Gizmo,109.99,63
159,Home,Dining,Dining Apparatus,158.99,115
160,Clothing,Kids,Kids Contraption,152.99,100
161,Entertainment,Toy,Toy Instrument,17.95,178
162,Entertainment,Game,Game Attachment,17.95,66
163,Entertainment,Music,Music Doodad,32,27
7,Automotive,Truck,Truck Device,110.95,107
165,Entertainment,Toy,Toy Gizmo,140.95,107
166,Home,Storage,Storage Apparatus,14.95,124
167,Home,Storage,Storage Component,199.99,9
168,Home,Storage,Storage Accessory,157.99,75
169,Beauty,Personal,Personal Accessory,68,69
170,Beauty,Skin Care,Skin Care Implement,172.99,37
171,Entertainment,Toy,Toy Attachment,194.99,130
172,Activity,Fitness,Fitness Attachment,35.99,166
173,Automotive,Tire,Tire Gizmo,46,38
174,Home,Cleaning,Cleaning Implement,190.95,173
175,Clothing,Jewelry,Jewelry Implement,106.95,191
176,Activity,Outdoors,Outdoors Implement,193.99,81
177,Health,Nutrition,Nutrition Implement,44.99,237
178,Health,Medicine,Medicine Instrument,90.99,230
179,Beauty,Makeup,Makeup Rig,59.99,1
180,Pets,Cat,Cat Doodad,62.95,112
181,Pets,Cat,Cat Gear,115.99,225
182,Activity,Biking,Biking Item,179,116
183,Home,Cooking,Cooking Paraphernalia,98.99,29
184,Health,Medicine,Medicine Paraphernalia,156,8
185,Activity,Sports,Sports Item,81,57
186,Health,Medicine,Medicine Gadget,68.99,137
187,Activity,Swimming,Swimming Mechanism,148,246
188,Beauty,Skin Care,Skin Care Contraption,141.95,105
189,Electronics,Phone,Phone Attachment,42,9
190,Activity,Swimming,Swimming Doodad,134,133
191,Activity,Sports,Sports Kit,62.95,184
192,Activity,Camping,Camping Apparatus,24.99,69
193,Home,Cleaning,Cleaning Kit,154,162
194,Health,Vitamin,Vitamin Thingamajig,188.95,21
195,Health,Medicine,Medicine Equipment,64,75
196,Beauty,Skin Care,Skin Care Whatchamacallit,70,233
197,Pets,Cat,Cat Gadget,77.95,91
198,Activity,Camping,Camping Paraphernalia,134.99,150
7,Automotive,Truck,Truck Device,110.95,107
200,Activity,Sports,Sports Implement,64,108
201,Home,Cleaning,Cleaning Whatchamacallit,112.99,149
202,Electronics,Technology,Technology Doodad,24.95,35
203,Home,Bedding,Bedding Paraphernalia,82.99,162
204,Health,Vitamin,Vitamin Gear,21.99,146
205,Home,Storage,Storage Rig,74,211
206,Electronics,Phone,Phone Doodad,56,174
207,Electronics,Computer,Computer Gear,92.95,163
208,Entertainment,Party,Party Accessory,118,94
209,Clothing,Kids,Kids Thingamajig,19,19
210,Activity,Beach,Beach Equipment,98.95,228
211,Pets,Cat,Cat Item,182.99,97
212,Beauty,Hair Care,Hair Care Component,164,126
213,Electronics,Computer,Computer Gadget,189.95,37
214,Entertainment,Toy,Toy Paraphernalia,159.95,100
215,Home,Furniture,Furniture Widget,161,25
216,Health,Medicine,Medicine Mechanism,117.99,77
217,Health,Nutrition,Nutrition Machine,45.95,124
218,Home,Storage,Storage Instrument,137,157
219,Home,Furniture,Furniture Thingamajig,95.99,40
220,Pets,Aquarium,Aquarium Item,23.95,219
221,Health,Medicine,Medicine Apparatus,155.99,74
222,Home,Bedding,Bedding Rig,99,21
223,Activity,Sports,Sports Kit,199,89
224,Home,Dining,Dining Machine,13,137
225,Automotive,Truck,Truck Mechanism,140.99,38
226,Beauty,Personal,Personal Attachment,18.99,191
227,Pets,Aquarium,Aquarium Component,91.95,162
228,Entertainment,Movie,Movie Equipment,85.95,28
229,Clothing,Kids,Kids Paraphernalia,19.99,94
230,Clothing,Baby,Baby Attachment,87.95,150
231,Clothing,Womens,Womens Gizmo,21.99,170
232,Clothing,Womens,Womens Gizmo,50,189
233,Automotive,Engine,Engine Rig,92.99,189
234,Electronics,Camera,Camera Paraphernalia,193.99,117
235,Electronics,Phone,Phone Gizmo,69,7
236,Health,First Aid,First Aid Tool,197.95,37
237,Activity,Outdoors,Outdoors Paraphernalia,155,42
238,Home,Home Improvement,Home Improvement Equipment,72.95,169
239,Activity,Sports,Sports Thingamajig,118,200
240,Entertainment,Toy,Toy Mechanism,145.99,176
241,Beauty,Hair Care,Hair Care Rig,63,245
242,Activity,Beach,Beach Gizmo,64,201
243,Electronics,Camera,Camera Paraphernalia,145,12
244,Clothing,Kids,Kids Device,168.95,5
245,Activity,Sports,Sports Thingamajig,27.95,224
246,Entertainment,Music,Music Tool,33.99,83
247,Health,First Aid,First Aid Supplies,90.95,43
248,Clothing,Womens,Womens Contraption,177,116
249,Automotive,Truck,Truck Widget,162,208
250,Beauty,Bath,Bath Item,198.95,155
251,Entertainment,Book,Book Paraphernalia,147.99,66
252,Clothing,Baby,Baby Device,99,120
253,Beauty,Bath,Bath Tool,63.99,113
254,Clothing,Womens,Womens Gadget,31,156
255,Automotive,Engine,Engine Tool,52.95,101
256,Activity,Biking,Biking Whatchamacallit,108.95,119
257,Activity,Sports,Sports Attachment,145.95,161
258,Beauty,Personal,Personal Device,63.95,84
259,Activity,Fitness,Fitness Supplies,80.99,167
260,Beauty,Skin Care,Skin Care Doodad,28.99,39
261,Automotive,Tire,Tire Item,54.95,188
262,Home,Dining,Dining Item,164.95,167
263,Beauty,Makeup,Makeup Instrument,195.99,172
264,Pets,Aquarium,Aquarium Whatchamacallit,45.95,7
265,Pets,Dog,Dog Gadget,193,18
266,Clothing,Kids,Kids Attachment,147.95,176
267,Pets,Cat,Cat Gadget,199.95,227
268,Beauty,Hair Care,Hair Care Tool,158,113
269,Entertainment,Movie,Movie Doodad,90.95,219
270,Beauty,Bath,Bath Device,159,145
271,Home,Bedding,Bedding Gadget,177.95,79
272,Electronics,Camera,Camera Machine,52.95,107
273,Home,Cooking,Cooking Contraption,143.99,63
274,Home,Storage,Storage Device,42,246
275,Automotive,Tire,Tire Doodad,45.99,56
276,Beauty,Skin Care,Skin Care Mechanism,59.99,159
277,Clothing,Womens,Womens Whatchamacallit,114.95,207
278,Clothing,Mens,Mens Contraption,12.95,141
279,Entertainment,Book,Book Component,43.95,191
280,Entertainment,Book,Book Attachment,104.95,21
281,Home,Kitchen,Kitchen Whatchamacallit,173,20
282,Clothing,Jewelry,Jewelry Accessory,26,233
283,Pets,Cat,Cat Gizmo,42,177
284,Home,Kitchen,Kitchen Kit,177.99,227
285,Home,Cleaning,Cleaning Accessory,75.95,226
286,Entertainment,Movie,Movie Rig,156.99,146
287,Clothing,Kids,Kids Gadget,151.99,221
288,Entertainment,Game,Game Thingamajig,138.95,197
289,Home,Home Improvement,Home Improvement Thingamajig,15,88
290,Electronics,Phone,Phone Doodad,36,99
291,Home,Home Improvement,Home Improvement Whatchamacallit,196,68
292,Entertainment,Book,Book Tool,160.95,43
293,Home,Storage,Storage Kit,35,93
294,Home,Furniture,Furniture Machine,192.99,95
295,Electronics,Camera,Camera Component,176.99,179
296,Home,Storage,Storage Kit,180.95,73
297,Beauty,Makeup,Makeup Rig,55.99,140
298,Home,Bedding,Bedding Rig,27.95,3
299,Home,Dining,Dining Supplies,174,30
300,Home,Cleaning,Cleaning Kit,43.95,25
301,Beauty,Makeup,Makeup Accessory,11.95,91
302,Pets,Dog,Dog Doodad,106.99,67
303,Entertainment,Game,Game Rig,45,127
304,Activity,Beach,Beach Whatchamacallit,98,239
305,Beauty,Bath,Bath Implement,113,4
306,Clothing,Mens,Mens Tool,75,82
307,Automotive,Car,Car Kit,61.99,71
308,Activity,Fitness,Fitness Instrument,23.95,103
309,Beauty,Personal,Personal Equipment,117,109
310,Entertainment,Toy,Toy Gadget,78.99,85
311,Health,Medicine,Medicine Attachment,126.95,2
312,Beauty,Personal,Personal Rig,10,212
313,Home,Home Improvement,Home Improvement Device,67.99,89
314,Automotive,Car,Car Item,125,55
315,Activity,Biking,Biking Gadget,133,229
316,Automotive,Engine,Engine Whatchamacallit,171.99,45
317,Activity,Swimming,Swimming Rig,137,93
318,Automotive,Tire,Tire Gadget,194.99,101
319,Home,Gardening,Gardening Device,36.95,118
320,Pets,Cat,Cat Equipment,21.99,12
321,Home,Home Improvement,Home Improvement Thingamajig,126.99,207
322,Beauty,Personal,Personal Supplies,54.95,104
323,Home,Home Improvement,Home Improvement Paraphernalia,95,72
324,Clothing,Kids,Kids Doodad,130.99,207
325,Health,Nutrition,Nutrition Attachment,128.99,73
326,Activity,Swimming,Swimming Device,65.99,235
327,Home,Cleaning,Cleaning Device,103.99,3
328,Health,Nutrition,Nutrition Attachment,30.95,159
329,Clothing,Jewelry,Jewelry Thingamajig,151.99,165
330,Home,Gardening,Gardening Doodad,152.95,186
331,Home,Storage,Storage Tool,160.99,163
332,Clothing,Baby,Baby Mechanism,18,189
333,Automotive,Car,Car Thingamajig,61.95,227
334,Home,Furniture,Furniture Device,174.99,235
335,Home,Cleaning,Cleaning Thingamajig,138.99,4
336,Activity,Outdoors,Outdoors Mechanism,54.95,50
337,Home,Cleaning,Cleaning Machine,174.99,144
338,Electronics,Camera,Camera Component,85.99,197
339,Health,Nutrition,Nutrition Gadget,108.95,205
340,Activity,Outdoors,Outdoors Implement,19.99,202
341,Entertainment,Movie,Movie Equipment,95.99,217
342,Home,Storage,Storage Supplies,137.99,116
343,Beauty,Hair Care,Hair Care Item,63,217
344,Pets,Aquarium,Aquarium Gadget,123.99,228
345,Pets,Aquarium,Aquarium Item,68.95,100
346,Activity,Fitness,Fitness Machine,75.95,81
347,Automotive,Car,Car Paraphernalia,197.95,102
348,Health,Medicine,Medicine Gear,45.95,35
349,Activity,Camping,Camping Whatchamacallit,40,97
350,Health,First Aid,First Aid Mechanism,91.99,252
351,Clothing,Mens,Mens Item,92.99,245
352,Electronics,Technology,Technology Attachment,159,124
353,Activity,Swimming,Swimming Machine,131.99,62
354,Electronics,Technology,Technology Whatchamacallit,181,219
277,Clothing,Womens,Womens Whatchamacallit,114.95,207
356,Beauty,Makeup,Makeup Widget,22.95,157
357,Entertainment,Game,Game Attachment,52.95,186
358,Automotive,Engine,Engine Gadget,180.99,22
359,Health,First Aid,First Aid Equipment,171,256
360,Pets,Aquarium,Aquarium Doodad,17,252
361,Activity,Sports,Sports Apparatus,95.99,16
362,Pets,Aquarium,Aquarium Thingamajig,16.99,52
363,Activity,Outdoors,Outdoors Apparatus,149.95,156
364,Clothing,Mens,Mens Instrument,198.95,84
365,Electronics,Technology,Technology Rig,166,93
366,Entertainment,Music,Music Whatchamacallit,85,41
367,Clothing,Jewelry,Jewelry Gear,28,164
368,Electronics,Phone,Phone Widget,161.95,107
369,Beauty,Bath,Bath Implement,57.99,14
370,Pets,Cat,Cat Tool,107,85
371,Pets,Cat,Cat Implement,83.95,67
372,Home,Kitchen,Kitchen Rig,19,108
373,Home,Cooking,Cooking Gadget,105,138
374,Home,Home Improvement,Home Improvement Widget,155.99,182
375,Electronics,Camera,Camera Item,108.99,208
376,Electronics,Technology,Technology Gadget,41.99,170
377,Beauty,Makeup,Makeup Kit,171.95,182
378,Entertainment,Movie,Movie Thingamajig,37.99,10
379,Electronics,Computer,Computer Equipment,94.99,66
380,Health,Vitamin,Vitamin Gear,166.99,150
381,Electronics,Technology,Technology Gadget,41.99,170
382,Activity,Camping,Camping Contraption,51.99,154
383,Activity,Beach,Beach Paraphernalia,60.95,138
384,Automotive,Car,Car Contraption,128.99,172
385,Clothing,Baby,Baby Paraphernalia,78,89
386,Activity,Beach,Beach Attachment,87.99,252
387,Home,Home Improvement,Home Improvement Equipment,190.99,117
388,Health,Vitamin,Vitamin Widget,46,6
389,Entertainment,Music,Music Widget,140,200
390,Electronics,Technology,Technology Gadget,41.99,170
391,Beauty,Makeup,Makeup Attachment,106.95,248
392,Health,First Aid,First Aid Supplies,103,132
393,Beauty,Hair Care,Hair Care Device,117.95,72
394,Entertainment,Party,Party Machine,30.99,206
395,Clothing,Baby,Baby Whatchamacallit,26.95,53
396,Home,Gardening,Gardening Equipment,43,225
397,Automotive,Car,Car Mechanism,72.95,62
398,Activity,Camping,Camping Kit,94,13
399,Home,Bedding,Bedding Gear,192.99,215
400,Clothing,Mens,Mens Item,96,60
401,Clothing,Jewelry,Jewelry Rig,92.95,127
402,Health,Medicine,Medicine Attachment,121.95,254
403,Electronics,Technology,Technology Accessory,65,37
404,Electronics,Camera,Camera Instrument,40,127
405,Clothing,Mens,Mens Item,99.95,32
406,Pets,Cat,Cat Apparatus,116,81
407,Automotive,Tire,Tire Paraphernalia,113,54
408,Home,Gardening,Gardening Apparatus,124,16
409,Entertainment,Book,Book Implement,75,40
410,Clothing,Baby,Baby Tool,149.95,57
411,Pets,Dog,Dog Supplies,74.99,119
412,Health,First Aid,First Aid Instrument,35,249
413,Automotive,Engine,Engine Tool,183,115
414,Automotive,Car,Car Accessory,20,28
277,Clothing,Womens,Womens Whatchamacallit,114.95,207
416,Activity,Outdoors,Outdoors Instrument,78.99,51
417,Automotive,Engine,Engine Apparatus,68.95,138
418,Electronics,Computer,Computer Device,192,33
419,Electronics,Computer,Computer Instrument,28.95,148
420,Clothing,Womens,Womens Equipment,155.99,19
421,Home,Bedding,Bedding Machine,95,36
422,Pets,Dog,Dog Gadget,46.99,31
423,Home,Dining,Dining Accessory,116,174
424,Clothing,Jewelry,Jewelry Tool,16.99,73
425,Clothing,Jewelry,Jewelry Kit,197.95,252
426,Entertainment,Toy,Toy Gear,122.95,68
427,Home,Furniture,Furniture Gear,53.95,10
428,Clothing,Womens,Womens Kit,126.95,147
429,Electronics,Computer,Computer Apparatus,38,138
430,Clothing,Jewelry,Jewelry Tool,16.99,73
431,Pets,Dog,Dog Component,57,182
432,Health,Medicine,Medicine Implement,166,5
433,Home,Home Improvement,Home Improvement Thingamajig,131.95,132
434,Activity,Outdoors,Outdoors Item,46.99,133
435,Clothing,Womens,Womens Gear,33.95,165
436,Electronics,Technology,Technology Accessory,21.99,151
437,Electronics,Phone,Phone Tool,149,77
438,Entertainment,Game,Game Paraphernalia,119,39
439,Automotive,Engine,Engine Gadget,191.95,234
440,Clothing,Mens,Mens Item,172.95,49
441,Automotive,Engine,Engine Machine,105.99,43
442,Automotive,Tire,Tire Contraption,62,94
443,Activity,Beach,Beach Mechanism,173.95,152
444,Activity,Outdoors,Outdoors Instrument,144,156
445,Electronics,Phone,Phone Implement,53.95,138
446,Health,Vitamin,Vitamin Attachment,191.99,145
447,Clothing,Womens,Womens Device,102.95,78
448,Home,Dining,Dining Machine,183.95,4
449,Clothing,Jewelry,Jewelry Tool,16.99,73
450,Electronics,Technology,Technology Rig,45.99,6
451,Beauty,Makeup,Makeup Attachment,130.99,209
452,Activity,Outdoors,Outdoors Implement,179,45
453,Entertainment,Toy,Toy Gear,14,58
454,Beauty,Bath,Bath Gear,110.95,36
455,Clothing,Jewelry,Jewelry Tool,16.99,73
456,Electronics,Camera,Camera Apparatus,82,226
457,Clothing,Kids,Kids Kit,49,50
458,Activity,Fitness,Fitness Item,20.95,11
459,Clothing,Jewelry,Jewelry Tool,16.99,73
460,Entertainment,Toy,Toy Equipment,162.99,228
461,Entertainment,Book,Book Paraphernalia,45.99,232
462,Health,Vitamin,Vitamin Supplies,121,49
463,Activity,Swimming,Swimming Kit,127.95,46
464,Home,Dining,Dining Gizmo,124.95,108
465,Home,Furniture,Furniture Thingamajig,165.95,248
466,Health,First Aid,First Aid Doodad,189,160
467,Electronics,Phone,Phone Device,127.95,107
468,Clothing,Jewelry,Jewelry Supplies,137.99,135
469,Health,Vitamin,Vitamin Attachment,25,118
470,Beauty,Hair Care,Hair Care Accessory,89.99,89
471,Activity,Biking,Biking Supplies,40,109
472,Entertainment,Music,Music Gizmo,172.95,55
473,Home,Furniture,Furniture Apparatus,52,31
474,Automotive,Engine,Engine Kit,90,144
475,Home,Storage,Storage Attachment,65.99,86
476,Health,First Aid,First Aid Doodad,189,160
477,Health,Medicine,Medicine Item,101.99,69
478,Home,Kitchen,Kitchen Thingamajig,192,119
479,Home,Bedding,Bedding Contraption,169.95,73
480,Clothing,Womens,Womens Machine,96.95,172
481,Beauty,Bath,Bath Gadget,56.95,166
482,Health,First Aid,First Aid Doodad,189,160
483,Home,Storage,Storage Machine,135.95,242
484,Automotive,Truck,Truck Contraption,125.95,248
485,Entertainment,Toy,Toy Contraption,104.95,112
486,Health,First Aid,First Aid Doodad,189,160
487,Automotive,Truck,Truck Rig,51.95,110
488,Entertainment,Movie,Movie Kit,94.95,160
489,Activity,Sports,Sports Contraption,57,103
277,Clothing,Womens,Womens Whatchamacallit,114.95,207
491,Electronics,Camera,Camera Apparatus,184.99,169
492,Home,Dining,Dining Widget,199.99,106
493,Beauty,Hair Care,Hair Care Gear,41,251
494,Health,First Aid,First Aid Doodad,189,160
495,Entertainment,Book,Book Implement,190,84
277,Clothing,Womens,Womens Whatchamacallit,114.95,207
497,Clothing,Womens,Womens Rig,17.99,18
498,Pets,Aquarium,Aquarium Attachment,161.99,176
500,Clothing,Baby,Room Decor,15.99,200
500,Clothing,Baby,Room Decor,15.99,200
